region,region_code,district_code,lga,ward,subvillage
Ruvuma,10,1,Tunduru,Namwinyu,Sisikwasisi
Iringa,11,2,Mufindi,Nyololo,S
Mtwara,90,33,Masasi,Nanjota,Keko
Pwani,6,1,Bagamoyo,Zinga/Ikerege,Chambeo
Iringa,11,4,Njombe,Lupembe,Iyembela B
Rukwa,15,1,Mpanda,Kibaoni,Ndemanilwa
Shinyanga,17,2,Maswa,Badi,Jihu A
Dar es Salaam,7,3,Temeke,Pemba Mnazi,Shuleni
Kilimanjaro,3,1,Rombo,Keni Mengeni,Mfuruwashe
Kigoma,16,1,Kibondo,Murungu,Migombani
Mara,20,6,Rorya,Komuge,Shule
Arusha,2,2,Arusha Rural,Bwawani,Masaini
Rukwa,15,2,Sumbawanga Rural,Muze,Tyula
Arusha,2,2,Arusha Rural,Kiranyi,Sabore
Mtwara,90,33,Masasi,Namatutwe,Mwinyi
Kigoma,16,2,Kasulu,Murufiti,Kiduguda A
Kagera,18,6,Bukoba Urban,Kahororo,Bunukangoma
Arusha,24,30,Karatu,Mbulumbulu,Sabasaba
Mbeya,12,2,Mbeya Rural,Mshewe,Muvwa
Tanga,4,5,Pangani,Bushiri,Bondeni
Singida,13,2,Singida Rural,Mtinko,M/Kati
Arusha,2,7,Meru,Akheri,Muraiweni
Shinyanga,17,3,Shinyanga Rural,Imesela,Igumija
Tanga,4,1,Lushoto,Shume,Chavakaa
Kilimanjaro,3,5,Hai,Machame Magharibi,Maanga
Mwanza,19,2,Magu,Nkungulu,Nkungulu
Iringa,11,4,Njombe,Ikuka,Ulinzi
Shinyanga,17,7,Shinyanga Urban,Kolandoto,Kolandoto
Mtwara,9,5,Mtwara Urban,Ufukoni,Magomeni B
Tanga,4,1,Lushoto,Kwai,Kwemkangala
Lindi,80,23,Lindi Rural,Matimba,Lumumba
Iringa,11,1,Iringa Rural,Izazi,Nyerere
Shinyanga,17,3,Shinyanga Rural,Didia,Buganda
Morogoro,5,4,Ulanga,Euga,Chiraga
Pwani,6,1,Bagamoyo,Kiromo,Gengeni
Mbeya,12,1,Chunya,Gua,Gua D
Morogoro,5,2,Morogoro Rural,Selambala,Kariakoo
Mbeya,12,7,Mbarali,Mawindi,Majengo
Manyara,21,2,Hanang,Gendabi,Damaygwa
Morogoro,5,6,Mvomero,Mzumbe,Mikongeni
Mbeya,12,2,Mbeya Rural,Ulenje,Matwalani
Morogoro,5,3,Kilombero,Mlimba,Matangini A
Pwani,6,2,Kibaha,Visiga,Miyomboni
Mbeya,12,2,Mbeya Rural,Ulenje,Maendeleo
Mbeya,12,4,Rungwe,Isange,Matamba Juu
Iringa,11,1,Iringa Rural,Ifunda,Ulete
Iringa,11,3,Makete,Lupalilo,Utsewa
Kilimanjaro,3,1,Rombo,Keni Mengeni,Onya
Manyara,21,1,Babati,Bashinet,Getamoki
Iringa,11,7,Kilolo,Mahenge,Sokoni
Ruvuma,10,3,Mbinga,Mikalanga,Makugulu 'B'
Morogoro,5,4,Ulanga,Usangule,Mchangani
Rukwa,15,3,Nkasi,Namanyere,Matunda
Singida,13,2,Singida Rural,Ntuntu,Mtoghoo
Iringa,11,7,Kilolo,Irole,Mkawaganga
Iringa,11,4,Njombe,Mdandu,Zahanati
Mtwara,90,33,Masasi,Lukulendi,Ndaushei
Tabora,14,5,Sikonge,Kitunda,Lukula
Mbeya,12,7,Mbarali,Chimala,Tazara
Pwani,6,2,Kibaha,Visiga,Mbwawa Shule
Kagera,18,8,Chato,Bukome,Chabura
Ruvuma,10,2,Songea Rural,Mahanje,Lituta
Mbeya,12,7,Mbarali,Madibira,Unyanyembe
Pwani,6,4,Mkuranga,Kisiju,Sotele B
Morogoro,5,1,Kilosa,Mabwerebwere,Ngelura
Kilimanjaro,3,1,Rombo,Mamsera,Kaseni
Iringa,11,4,Njombe,Ikuka,Madamba
Dodoma,1,3,Kongwa,Njoge,
Singida,13,1,Iramba,Mwangaza,Midibwi
Dar es Salaam,7,2,Ilala,Kitunda,Mtaa Wa Kichangani
Mbeya,12,4,Rungwe,Lufilyo,Mpanda
Ruvuma,10,5,Namtumbo,Msindo,Ukiwayuyu
Mtwara,90,33,Masasi,Namalenga,Tankini
Shinyanga,17,3,Shinyanga Rural,Usanda,Itiyeja
Shinyanga,17,6,Meatu,Mwandoya,Busulwa
Kigoma,16,3,Kigoma Rural,Kagongo,Bitale A
Pwani,6,2,Kibaha,Soga,Vikuge
Ruvuma,10,3,Mbinga,Kigonsera,Matarau
Pwani,60,43,Mkuranga,Panzuo,Malimka
Iringa,11,5,Ludewa,Madilu,Mjimwema
Pwani,60,33,Kisarawe,Msanga,Kibururu B
Tanga,4,1,Lushoto,Rangwi,Magagai 2
Tabora,14,1,Nzega,Ikindwa,Sole
Singida,13,2,Singida Rural,Msisi,Kisutu
Pwani,60,33,Kisarawe,Msimbu,Gumba
Mbeya,12,6,Mbozi,Myovizi,Iteka
Mwanza,19,4,Kwimba,Fukalo,Sanga
Kigoma,16,1,Kibondo,Bunyambo,Makingi A
Rukwa,15,4,Sumbawanga Urban,Ntendo,Katandala
Kilimanjaro,3,3,Same,Maore,Kizerui
Dodoma,1,5,Dodoma Urban,Nala,Mkombola
Mwanza,19,1,Ukerewe,Ilangala,Jamnono
Morogoro,5,1,Kilosa,Kidodi,Nyamizoka
Mara,20,1,Tarime,Muriba,Kwiriba
Kilimanjaro,3,3,Same,Kihurio,Mbuyuni
Singida,13,1,Iramba,Kiomboi,Miembeni
Kigoma,16,3,Kigoma Rural,Kagongo,Mgaraganza
Singida,13,2,Singida Rural,Msisi,Sokomoko
Iringa,11,4,Njombe,Mdandu,Mondelo
Lindi,80,62,Lindi Urban,Jamhuri,Mifugo
Shinyanga,17,7,Shinyanga Urban,Mwamalili,Lyandu
Singida,13,3,Manyoni,Kintinku,Wangama
Dodoma,1,4,Chamwino,Manchali,Minyinga
Mwanza,19,4,Kwimba,Mwakilyambiti,Nyanhiga
Tabora,14,1,Nzega,Bukene,Bukene Mjini
Rukwa,15,3,Nkasi,Kate,Itekesha
Lindi,80,43,Liwale,Makata,Chimbuko
Rukwa,15,2,Sumbawanga Rural,Msanzi,Msanzi Kati
Tanga,4,6,Handeni,Segera,Tobora
Mbeya,12,6,Mbozi,Ruanda,Nanyala Kati
Mbeya,12,7,Mbarali,Igurusi,Majenje
Arusha,2,7,Meru,Mbuguni,Madukani
Shinyanga,17,8,Kishapu,Itilima,Itubula
Tabora,14,1,Nzega,Miguwa,Udushi B
Mwanza,19,5,Sengerema,Nyakasasa,Selemembe
Singida,13,2,Singida Rural,Siuyu,Dodoma
Iringa,11,4,Njombe,Kifanya,Kipangule
Tanga,4,1,Lushoto,Shume,Kwevumo
Mwanza,19,5,Sengerema,Kafunzo,Nhundya
Tanga,4,2,Korogwe,Mazinde,Migombani
Iringa,11,5,Ludewa,Mawengi,Sambala
Pwani,6,1,Bagamoyo,Miono,Mwanakibwengo
Shinyanga,17,2,Maswa,Ipililo,Mwabambasi
Pwani,60,43,Mkuranga,Vikindu,Mzingezinge
Morogoro,5,5,Morogoro Urban,Kihonda,Mgulu Wa Ndege
Lindi,8,3,Nachingwea,Nditi,Siboti
Tanga,4,3,Muheza,Masuguru,Masuguru Shule
Tanga,4,3,Muheza,Kicheba,Jambe
Shinyanga,17,3,Kahama,Idahina,Bukuba A
Dodoma,1,1,Kondoa,Masange,Shuleni
Lindi,80,43,Liwale,Ngongowele,Mkundi
Lindi,8,3,Nachingwea,Nangowe,Kibaoni
Rukwa,15,3,Nkasi,Kate,Godown
Kilimanjaro,3,4,Moshi Rural,Mamba Kusini,Kouri
Dar es Salaam,7,3,Temeke,Somangira,Dege
Pwani,6,4,Mkuranga,Magawa,Mashariki
Ruvuma,10,1,Tunduru,Ligunga,Uwasi
Kilimanjaro,3,4,Moshi Rural,Mbokomu,Sahoni
Kigoma,16,2,Kasulu,Ruhita,Mwenge
Iringa,11,3,Makete,Kitulo,Msumbiji
Kilimanjaro,3,4,Moshi Rural,Uru Kusini Mawela,Okaseni Chini
Lindi,80,13,Kilwa,Likawage,Kijijini
Pwani,6,1,Bagamoyo,Magomeni,Baukani B
Kilimanjaro,3,3,Same,Kisiwani,Mwerera
Pwani,6,1,Bagamoyo,Dunda,Mwanakalenge
Mbeya,12,3,Kyela,Makwale,Makwale Ofisin
Dodoma,1,4,Chamwino,Mvumi Mission,Ghana
Pwani,60,43,Mkuranga,Mkamba,Kidai Pwita
Morogoro,5,3,Kilombero,Mang'ula,Tazara
Kilimanjaro,3,3,Same,Mshewa,Kibengele
Dodoma,1,1,Mpwapwa,Mbuga,Ihwa
Kigoma,16,2,Kasulu,Janda,Buyogwa
Kigoma,16,2,Kasulu,Munyegera,Nyambemba Juu
Lindi,80,53,Ruangwa,Mandawa,Kariakoo
Tabora,14,1,Nzega,Mogwa,Ngulumbi
Kilimanjaro,3,2,Mwanga,Lembeni,Mangara
Ruvuma,10,3,Mbinga,Kigonsera,Mnazimmoja
Shinyanga,17,1,Bariadi,Mhango,Mbugani
Lindi,80,43,Liwale,Mangirikiti,Linyare
Morogoro,5,3,Kilombero,Kidatu,Kidatu A
Lindi,80,23,Lindi Rural,Sudi,Kilimani
Ruvuma,10,2,Songea Rural,Magagura,Parokiani
Arusha,2,7,Meru,King'ori,Kwa Philipo
Morogoro,5,1,Kilosa,Ruhembe,Madukani
Shinyanga,17,3,Shinyanga Rural,Itwangi,Bunogwz
Mwanza,19,4,Kwimba,Maligisu,Mwamuze
Tabora,14,2,Igunga,Nanga,Nanga Kati
Tanga,4,2,Korogwe,Dindira,Kwemng'Weng'We
Morogoro,5,3,Kilombero,Mchombe,Mchombe A
Mbeya,12,6,Mbozi,Myunga,Mpui
Kilimanjaro,3,2,Mwanga,Kileo,Misri
Iringa,11,5,Ludewa,Lupanga,Ikulungilo
Tanga,4,3,Muheza,Songa,Minazi Mikinda
Ruvuma,10,5,Namtumbo,Namabengo,Gulioni
Iringa,11,4,Njombe,Imalinyi,Malamba
Mwanza,19,2,Magu,Nyaluhande,Nyasubi
Iringa,11,2,Mufindi,Rungemba,M
Kagera,18,2,Bukoba Rural,Kabaragaine,Kabale
Mtwara,90,33,Masasi,Namatutwe,Maleta
Pwani,6,1,Bagamoyo,Lugoba,Maendeleo
Shinyanga,17,3,Shinyanga Rural,Tinde,Mwandu
Kigoma,16,2,Kasulu,Kigondo,Runyogoza
Pwani,6,3,Kisarawe,Kurui,Kurui A
Kagera,18,1,Karagwe,Kyerwa,Nyamafurila
Shinyanga,17,2,Maswa,Budekwa,Budekwa Kati
Ruvuma,10,3,Mbinga,Liuli,Mishale
Singida,13,2,Singida Rural,Ngimu,Maswele
Shinyanga,17,3,Kahama,Isagehe,Lyamalagwa
Dodoma,1,1,Kondoa,Masange,Masange
Dodoma,1,1,Kondoa,Masange,Gubali
Shinyanga,17,5,Bukombe,Ushirombo,Katente Namba Moja
Mbeya,12,7,Mbarali,Chimala,Ofisini
Mara,20,2,Serengeti,Kenyamonta,Magatini
Tanga,4,5,Pangani,Mkwaja,Sange Kijijini
Shinyanga,17,1,Bariadi,Ikungulyabashashi,Mwabalimi
Morogoro,5,3,Kilombero,Utengule,Utegule
Iringa,11,3,Makete,Lupalilo,Ikiligano
Shinyanga,17,3,Shinyanga Rural,Mwamala,Bunonga
Mara,20,2,Serengeti,Nyambureti,Terema
Dar es Salaam,7,2,Ilala,Pugu,Mtaa Wa Kichangani
Arusha,2,2,Arusha Rural,Mlangarini,Olomitu
Iringa,11,3,Makete,Mfumbi,Luhovelo
Shinyanga,17,6,Meatu,Mwabuma,Inbumba
Ruvuma,10,5,Namtumbo,Ligera,Mbulani
Kagera,18,2,Bukoba Rural,Katoro,Kakinga
Shinyanga,17,6,Meatu,Mwandoya,Malwilo
Morogoro,5,4,Ulanga,Ruaha,Matoroka
Pwani,60,33,Kisarawe,Masaki,Songwe Mjini
Tanga,4,3,Muheza,Nkumba,Kwemianga
Ruvuma,10,1,Tunduru,Nandembo,Majengo
Mara,20,3,Musoma Rural,Butiama,Mhunda
Kagera,18,8,Chato,Nyamirembe,Miembeni
Kilimanjaro,3,2,Mwanga,Mwaniko,Sechuni
Kilimanjaro,3,4,Moshi Rural,Uru Mashariki,Pala
Shinyanga,17,7,Shinyanga Urban,Kolandoto,Mwamala
Lindi,80,53,Ruangwa,Narungombe,Nachiungo
Kilimanjaro,3,4,Moshi Rural,Kurua Vunjo Mashariki,Mria
Shinyanga,17,1,Bariadi,Nyakabindi,Mwamabu B
Morogoro,5,6,Mvomero,Diongoya,Kichangani
Ruvuma,10,1,Tunduru,Kalulu,Miteja
Shinyanga,17,3,Kahama,Ntobo,Wichamike
Shinyanga,17,8,Kishapu,Mondo,Jilangamili
Mbeya,12,6,Mbozi,Nyimbili,Uyole
Kilimanjaro,3,5,Hai,Machame Kaskazini,Msufini
Kilimanjaro,3,6,Moshi Urban,Rau,Sabasaba Street
Mara,20,2,Serengeti,Ikoma,National Park
Iringa,11,4,Njombe,Usuka,Makungu
Mtwara,90,33,Masasi,Lukulendi,Galani
Morogoro,5,3,Kilombero,Mchombe,Mkanawalo
Shinyanga,17,6,Meatu,Mwabusalu,Nzonze
Shinyanga,17,1,Bariadi,Dutwa,Gibise
Singida,13,1,Iramba,Nduguti,Kyembo
Mtwara,99,1,Mtwara Rural,Mahurunga,Mwemberadu
Shinyanga,17,3,Kahama,Kinaga,Nyashimba
Tabora,14,1,Nzega,Kahamanhalaga,Mwamakumbi A
Lindi,80,23,Lindi Rural,Milola,Dodoma B
Dodoma,1,4,Chamwino,Mphwayungu,Noho
Kagera,18,1,Karagwe,Bugene,Chibombo
Mbeya,12,5,Ileje,Chitete,Isundambwa
Kilimanjaro,3,3,Same,Hedaru,Kongei
Iringa,11,4,Njombe,Matola,Ulindiwa
Tabora,14,6,Tabora Urban,Kakola,Kakola
Rukwa,15,2,Sumbawanga Rural,Mpui,Ilembo Kati
Mtwara,9,5,Mtwara Urban,Ufukoni,Mbae Mashariki
Iringa,11,4,Njombe,Mtwango,Nyamagala
Tanga,4,1,Lushoto,Kwai,Gezaulole
Kilimanjaro,3,4,Moshi Rural,Kindi,Maembe
Pwani,6,1,Bagamoyo,Yombo,Miwaleni
Kagera,18,1,Karagwe,Kimuli,Kikukuru
Manyara,21,2,Hanang,Endasak,Garbapi
Mwanza,19,2,Magu,Kabita,Nyashimo
Mtwara,99,1,Mtwara Rural,Dihimba,Dihimba
Shinyanga,17,1,Bariadi,Nkololo,Imbambasi
Mtwara,90,33,Masasi,Mchauru,Mkumba
Manyara,21,3,Mbulu,Bashay,Harsha Kubwa
Mtwara,90,33,Masasi,Namajani,Mijelejele
Shinyanga,17,2,Maswa,Mpindo,Igumangobo
Mwanza,19,7,Missungwi,Usagara,Idetemya
Arusha,2,2,Arusha Rural,Murieti,Sabore
Morogoro,5,3,Kilombero,Idete,Msumbiji A
Rukwa,15,2,Sumbawanga Rural,Mpui,Bangwe
Shinyanga,17,1,Bariadi,Lagangabilili,Matare
Morogoro,5,1,Kilosa,Kidodi,Kisiwani
Singida,13,3,Manyoni,Maweni,Kanamalenga
Morogoro,5,3,Kilombero,Mlimba,Kota
Tanga,4,1,Lushoto,Sunga,Kilimia
Arusha,2,1,Monduli,Makuyuni,Zaburi
Singida,13,2,Singida Rural,Maghojea,Motomoto
Kagera,18,2,Bukoba Rural,Rubale,Kayanga 'A'
Morogoro,5,3,Kilombero,Ifakara,Lihami
Ruvuma,10,5,Namtumbo,Namabengo,Liwoyola
Mtwara,90,33,Newala,Luchingu,Mwanona
Mbeya,12,7,Mbarali,Rujewa,Relini
Mwanza,19,7,Missungwi,Koromije,Wala
Singida,13,2,Singida Rural,Mgori,Mkora
Dodoma,1,5,Dodoma Urban,Mtumba,Magungu
Lindi,80,23,Lindi Rural,Mchinga,Legezamwendo
Dodoma,1,1,Kondoa,Farkwa,Misheni
Dodoma,1,1,Mpwapwa,Mlunduzi,Majengo
Kilimanjaro,3,4,Moshi Rural,Kibosho Kati,Mkorin'Ga
Pwani,60,53,Rufiji,Mchukwi,Mkupuka
Shinyanga,17,3,Shinyanga Rural,Tinde,Welezo
Mara,20,2,Serengeti,Ring'wani,Kenyana B
Mbeya,12,2,Mbeya Rural,Inyala,Tuyombo
Mara,20,4,Bunda,Hunyari,Sabasita
Tanga,4,5,Pangani,Tungamaa,Stahabu Azimio
Arusha,2,7,Meru,Maji ya Chai,Arauyo
Shinyanga,17,5,Bukombe,Budakwa,Kusini
Iringa,11,4,Njombe,Usuka,Mdeme
Iringa,11,7,Kilolo,Image,Zahanati
Kilimanjaro,3,2,Mwanga,Shinghatini,Kiverenge
Shinyanga,17,1,Bariadi,Mhunze,Kiluluma
Dodoma,1,4,Chamwino,Muungano,Kisimani
Dar es Salaam,7,2,Ilala,Chanika,Mtaa Wa Kimwani
Shinyanga,17,1,Bariadi,Gamboshi,Zagana
Kagera,18,30,Ngara,Bugarama,Mumasiga
Pwani,6,3,Kisarawe,Mzenga,Mtongani
Manyara,21,5,Kiteto,Kijungu,Nakwene
Mwanza,19,5,Sengerema,Katwe,Kahunda 3
Ruvuma,10,1,Tunduru,Muhuwesi,Tulieni
Morogoro,5,4,Ulanga,Malinyi,Kilolero
Morogoro,5,1,Kilosa,Mamboya,Kichangani
Kigoma,16,2,Kasulu,Rungwe Mpya,Kati
Mara,20,6,Rorya,Mkoma,Nyamateng'Enga
Mtwara,90,33,Newala,Chiwonga,Mnyambe
Lindi,8,3,Nachingwea,Mnero Miembeni,Tankini
Iringa,11,1,Iringa Rural,Ilolo Mpya,Motomoto
Mwanza,19,7,Missungwi,Missungwi,Mabuki
Morogoro,5,4,Ulanga,Lupiro,Minazini
Morogoro,5,2,Morogoro Rural,Kidugalo,Mgubulile
Dodoma,1,1,Mpwapwa,Mima,Songambele
Tanga,4,6,Handeni,Mgambo,Mkoroshini
Morogoro,5,2,Morogoro Rural,Mvuha,Kidimwi
Tanga,4,8,Mkinga,Maramba,Loko
Lindi,8,3,Nachingwea,Kiegei,Ikula
Kilimanjaro,3,1,Rombo,Kitirima Kingachi,Shinga Juu
Kagera,18,1,Karagwe,Isingiro,Omundeba
Iringa,11,1,Iringa Rural,Kihorogota,Kihesa
Iringa,11,4,Njombe,Kifanya,Kiondeni
Mwanza,19,2,Magu,Kitongo Sima,Kigangama A
Dodoma,1,1,Mpwapwa,Berege,Kati
Singida,13,2,Singida Rural,Ikungu,Ikungi
Iringa,11,4,Njombe,Igosi,Isanzike
Ruvuma,10,3,Mbinga,Mbangamao,Mbangamao
Mbeya,12,7,Mbarali,Ubaruku,Kifaru
Rukwa,15,1,Mpanda,Mamba,Kilida Kona
Arusha,2,7,Meru,USA River,Kisambare
Kilimanjaro,3,4,Moshi Rural,Kimochi,Kiwalaa
Tanga,4,5,Pangani,Ubangaa,Mseko
Tanga,4,1,Lushoto,Malindi,Maringo
Shinyanga,17,3,Shinyanga Rural,Pandagichiza,Ipogolo
Shinyanga,17,1,Bariadi,Nyakabindi,Nyaniga
Dar es Salaam,7,3,Temeke,Mji Mwema,Ungindoni
Rukwa,15,1,Mpanda,Kabungu,Mbugani A Mashariki
Kagera,18,4,Biharamulo,Nyabusozi,Chakitalagu B
Pwani,6,1,Bagamoyo,Mbwewe,Togo
Manyara,21,4,Simanjiro,Mererani,Oloshonokie
Iringa,11,2,Mufindi,Mtambula,S
Dodoma,1,1,Kondoa,Masange,Bumburyahe
Mbeya,12,4,Rungwe,Mpuguso,Mpuguso
Dar es Salaam,7,1,Kinondoni,Mbweni,Mpiji
Morogoro,5,4,Ulanga,Mbuga,Anna Abdalla
Tanga,4,5,Pangani,Bushiri,Mivumoni
Mtwara,90,33,Masasi,Lulindi,Mnyakatu
Tabora,14,3,Uyui,Igalula,Kigamboni
Mwanza,19,5,Sengerema,Kazunzu,Nyarutunga
Morogoro,5,3,Kilombero,Kiberege,Bwawani
Dar es Salaam,7,2,Ilala,Kitunda,Mtaa Wa Mzinga
Iringa,11,7,Kilolo,Irole,Vigulu
Kagera,18,2,Bukoba Rural,Buterankuzi,Ibale
Tanga,4,5,Pangani,Pangani Mashariki,Sokoni
Kagera,18,3,Muleba,Nshamba,Rutenge B
Mtwara,9,4,Tandahimba,Milogodi,Minazini
Rukwa,15,1,Mpanda,Mishamo,Barabara
Mwanza,19,7,Missungwi,Buhingo,Mwabashinda
Mtwara,90,63,Nanyumbu,Masuguru,Msikiti
Morogoro,5,1,Kilosa,Rubeho,Mjini
Manyara,21,2,Hanang,Balangidalalu,Gitianga 'B'
Kilimanjaro,3,3,Same,Bwambo,Vugwama Kati
Pwani,60,43,Mkuranga,Vikindu,Mwandege
Tanga,4,1,Lushoto,Ubiri,Shugului
Kilimanjaro,3,5,Hai,Machame Uroki,Kishale
Kagera,18,3,Muleba,Ikondo,Buyagaa
Tanga,4,5,Pangani,Mikunguni,Tungamaa
Iringa,11,2,Mufindi,Bumilayinga,M
Iringa,11,2,Mufindi,Mninga,M
Morogoro,5,1,Kilosa,Ruhembe,Kinepa
Kagera,18,3,Muleba,Ikondo,Nyakabanga
Kigoma,16,2,Kasulu,Kigondo,Mugongo
Kagera,18,30,Ngara,Kirushya,Kasange Kati
Kilimanjaro,3,5,Hai,Machame Kaskazini,Manyire
Kilimanjaro,3,7,Siha,Siha Kati,Mendai
Morogoro,5,4,Ulanga,Ruaha,Mtukula
Pwani,6,2,Kibaha,Soga,Ngoingo
Shinyanga,17,3,Kahama,Lunguya,Iponyabukoli
Morogoro,5,1,Kilosa,Chanzuru,Estate
Shinyanga,17,6,Meatu,Mwanjoro,Kisesa
Iringa,11,4,Njombe,Matola,Ilala
Mtwara,90,33,Masasi,Nanjota,Majengo
Singida,13,2,Singida Rural,Puma,Nkuninkana
Tanga,4,1,Lushoto,Kwai,Lwanilo
Tabora,14,1,Nzega,Ikindwa,Sole 3
Shinyanga,17,6,Meatu,Mwamalole,Mwankali
Lindi,80,53,Ruangwa,Luchelegwa,Shuleni
Dodoma,1,0,Mpwapwa,Gode Gode,Ng'Ambo
Morogoro,5,3,Kilombero,Mang'ula,Madukani
Pwani,6,2,Kibaha,Soga,Kigero
Kilimanjaro,3,5,Hai,Masama Magharibi,Nkwambati
Arusha,2,3,Arusha Rural,Moshono,Olorieni
Ruvuma,10,1,Tunduru,Kalulu,Muongozo
Rukwa,15,2,Sumbawanga Rural,Sandulula,Masanko
Shinyanga,17,3,Kahama,Bugarama,Ibanza
Ruvuma,10,3,Mbinga,Mbinga Urban,Jimboni
Kilimanjaro,3,3,Same,Suji,Mng'Ende
Rukwa,15,1,Mpanda,Inyonga,Isengo A
Morogoro,5,6,Mvomero,Mtibwa,Kwazuberi
Kagera,18,2,Bukoba Rural,Ruhunga,Bwemengo
Tabora,14,5,Sikonge,Kiloli,Mwitikio
Iringa,11,4,Njombe,Kidegembye,Ukinga
Morogoro,5,3,Kilombero,Kidatu,Nyange
Arusha,2,7,Meru,Akheri,Tengeru
Mtwara,90,33,Masasi,Lukulendi,Misheni
Kagera,18,2,Bukoba Rural,Kibirizi,Bwizo
Morogoro,5,1,Kilosa,Magubike,Mjini A
Kigoma,16,2,Kasulu,Rungwe Mpya,Kibagwe
Tabora,14,1,Nzega,Mogwa,Kimwangoko B
Mara,20,2,Serengeti,Nyamoko,Kerenero
Ruvuma,10,1,Tunduru,Namwinyu,Tuwemacho
Mbeya,12,4,Rungwe,Lwangwa,Kamambande
Singida,13,2,Singida Rural,Makuro,Ccm
Mwanza,19,7,Sengerema,Nyanzenda,Nyigumba
Pwani,6,1,Bagamoyo,Kiromo,Vigoda
Iringa,11,2,Mufindi,Bumilayinga,K
Shinyanga,17,3,Shinyanga Rural,Solwa,Mwabukikya
Iringa,11,5,Ludewa,Ludewa,Kilimahewa
Mbeya,12,7,Mbarali,Ruiwa,Dodoma B
Kagera,18,3,Muleba,Nshamba,Kishoju 1
Pwani,6,2,Kibaha,Visiga,Mbwawa Mkoleni
Tanga,4,2,Korogwe,Mnyuzi,Majani Mapana
Tanga,4,1,Lushoto,Sunga,Maseleka
Mbeya,12,6,Mbozi,Ihanda,Ihanda
Iringa,11,4,Njombe,Matola,Ichimbo
Mwanza,19,1,Ukerewe,Nduruma,Mukasesero
Iringa,11,4,Njombe,Mdandu,Isupilo
Ruvuma,10,5,Namtumbo,Lusewa,Matepwende
Arusha,24,30,Karatu,Karatu,Kati
Shinyanga,17,1,Bariadi,Mwaswale,Mwabadimu
Mara,20,4,Bunda,Bunda,Nyasura A
Mwanza,19,2,Magu,Lubugo,Nyamamba
Kilimanjaro,3,4,Moshi Rural,Mwika Kaskazini,Likere
Manyara,21,1,Babati,Bashinet,Qanya
Tanga,4,5,Pangani,Bushiri,Mlimani
Kilimanjaro,3,5,Hai,Hai Urban,Shabaha
Shinyanga,17,3,Kahama,Ngongwa,Usafa
Iringa,11,4,Njombe,Igosi,Makungu
Lindi,80,13,Kilwa,Songosongo,Songosongo
Pwani,6,4,Mkuranga,Mbezi,Gomapembe
Morogoro,5,6,Mvomero,Mvomero,Mtunge
Manyara,21,2,Hanang,Mogitu,Basutu Ndogo
Tanga,4,5,Pangani,Madanga,Jaira
Mbeya,12,4,Rungwe,Isongole,Mapinduzi
Kagera,18,4,Biharamulo,Kalenge,Kikonya
Shinyanga,17,3,Shinyanga Rural,Didia,Busubi
Shinyanga,17,2,Maswa,Isanga,Mwamagaka
Tanga,4,2,Korogwe,Mombo,Mboguiyola
Ruvuma,10,5,Namtumbo,Msindo,Uramboni
Shinyanga,17,1,Bariadi,Somanda,Izunya
Mwanza,19,4,Kwimba,Ngudu,Ngudulugulu
Rukwa,15,2,Sumbawanga Rural,Mkowe,Kitonto
Tanga,4,3,Muheza,Nkumba,Kiwanda
Mbeya,12,6,Mbozi,Ihanda,Maweni
Mwanza,19,6,Geita,Katoro,K/Center
Dodoma,1,3,Kongwa,Sejeli,
Mtwara,99,1,Mtwara Rural,Naumbu,Majengo
Ruvuma,10,1,Tunduru,Namasakata,Afya
Mbeya,12,6,Mbozi,Ihanda,Sambandole
Shinyanga,17,1,Bariadi,Lugulu,Birubiru
Arusha,2,1,Monduli,Monduli Juu,Puslukunya
Kagera,18,1,Karagwe,Kihanga,Kakukuru
Shinyanga,17,5,Bukombe,Iyogela,Iyogelo
Iringa,11,7,Kilolo,Mtitu,Irangi
Morogoro,5,1,Kilosa,Dumila,Mawangala
Kigoma,16,2,Kasulu,Ruhita,Kagembe A
Kilimanjaro,3,4,Moshi Rural,Kirua Vunjo Magharibi,Wandeni
Tanga,4,2,Korogwe,Mkomazi,Mkameni
Mbeya,12,3,Kyela,Kyela Urban,Ndandalo Mpaka
Morogoro,5,3,Kilombero,Kidatu,Msolwa Kati
Mara,20,2,Serengeti,Kisangura,Kwigena
Arusha,2,2,Arusha Rural,Oltrumet,Madukani
Kagera,18,1,Karagwe,Ihembe,Kakumbo
Shinyanga,17,2,Maswa,Masela,Wigelekelo Mashariki
Ruvuma,10,5,Namtumbo,Msindo,Msikitini
Mara,20,3,Musoma Rural,Muriaza,Kitabaga
Iringa,11,5,Ludewa,Ludewa,Makorongoni
Kigoma,16,3,Kigoma Rural,Kagongo,Kitakata
Shinyanga,17,1,Bariadi,Bunamhala,Mwamasasi
Arusha,2,2,Arusha Rural,Oltroto,Ikenywa
Dodoma,1,1,Kondoa,Soera,Alagwa
Mbeya,12,4,Rungwe,Kisegese,Ngereka B
Kigoma,16,2,Kasulu,Kilelema,Makungu
Morogoro,5,3,Kilombero,Mang'ula,Mwaike
Pwani,6,2,Kibaha,Kibaha,Simbani
Kigoma,16,2,Kasulu,Munyegera,Kamana
Tabora,14,1,Nzega,Lusu,Mwatandai
Ruvuma,10,2,Songea Rural,Mpitimbi,Baraza A
Shinyanga,17,3,Kahama,Mpunze,Imalangi
